CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Recency_log_scaled,Frequency_log_scaled,Monetary_log_scaled
12346,4799,1,77183.6,8.476371196895983,0.6931471805599453,11.253955234248428,0.8757139189403347,0.0,0.8826297335878653
12347,4476,182,4310.0,8.406708458240965,5.209486152841421,8.368925174747135,0.005581165458977466,0.547246844058675,0.6199994684550557
12348,4549,31,1797.24,8.422882511944996,3.4657359027997265,7.494563687769957,0.2076055784545474,0.335955834455871,0.5404045303051119
12349,4492,73,1757.55,8.41027590907016,4.30406509320417,7.472244884833674,0.05014093834256528,0.43753656312720496,0.5383728034212624
12350,4784,17,334.4,8.473241303887054,2.8903717578961645,5.815323849389109,0.836619526808434,0.26623869975552006,0.3875398478304437
12352,4510,85,2506.04,8.414274137408396,4.454347296253507,7.826858053356098,0.10008140149641065,0.45574632591110636,0.570653975037453
12353,4677,4,89.0,8.450625947144124,1.6094379124341003,4.499809670330265,0.554139064316999,0.11102736405213591,0.26778586589379905
12354,4706,58,1079.4,8.456806041401142,4.07753744390572,6.985086621918461,0.6313324468405312,0.41008810499962906,0.4940257771815505
12355,4688,13,459.4,8.452974619089586,2.6390573296152584,6.132095676847728,0.5834754990651447,0.23578681636341475,0.41637624374877347
12356,4496,59,2811.43,8.411165786770708,4.0943445622221,7.941804157314053,0.061256087542687965,0.41212463115783143,0.5811177570902749
12357,4507,131,6207.67,8.413608875159667,4.882801922586371,8.733701981297274,0.09177184486040346,0.5076623675373073,0.6532058571036103
12358,4475,19,1168.06,8.406485069431817,2.995732273553991,7.063955286074528,0.0027908944567940352,0.2790052812800714,0.5012053551238195
12359,4531,245,6310.03,8.418918622147897,5.5053315359323625,8.750054175177759,0.1580940259339485,0.5830945634658083,0.654694431200158
12360,4526,129,2662.06,8.417814747435958,4.867534450455582,7.887231116540211,0.14430591537237092,0.5058124010065385,0.5761498600937301
12361,4761,10,189.9,8.468423027046809,2.3978952727983707,5.251749730731702,0.776436126399787,0.2065651004316117,0.33623652788147596
12362,4477,266,5226.23,8.4069317971587,5.58724865840025,8.56163678004062,0.008370813285054624,0.5930204983923166,0.6375424052524443
12363,4583,23,552.0,8.430327258394575,3.1780538303479458,6.315358001522335,0.30059528647079503,0.30109726710569557,0.4330589929491291
12364,4481,85,1313.1,8.407824654360873,4.454347296253507,7.180907299649593,0.019523178391452234,0.45574632591110636,0.5118517392860505
12365,4765,22,641.38,8.469262657658687,3.1354942159291497,6.465180028897591,0.7869236568978124,0.2959402993010237,0.4466976025860422
12367,4478,11,168.9,8.4071550862073,2.4849066497880004,5.135210028677887,0.011159838213330886,0.2171083084917278,0.3256276772914814
12370,4525,166,3541.94,8.417593826193484,5.117993812416755,8.172712169921061,0.14154646587715547,0.5361606756244116,0.6021377920020607
12371,4518,63,1887.96,8.41604600941128,4.1588830833596715,7.543781692052325,0.12221323114383154,0.41994479306983873,0.5448849472322828
12372,4545,52,1298.04,8.422003004412488,3.970291913552122,7.169380809114136,0.19661995937404697,0.39709311538844017,0.510802458965588
12373,4785,14,364.6,8.47345026846832,2.70805020110221,5.901539839579995,0.8392296298561632,0.24414671392989595,0.39538826808795546
12374,4499,33,742.9300000000001,8.411832675758411,3.5263605246161616,6.6119469443852195,0.06958596320276911,0.3433017474099058,0.4600580990565377
12375,4484,17,457.5,8.408493774492896,2.8903717578961645,6.127960291696519,0.027880922490069793,0.26623869975552006,0.4159997910684585
12377,4789,77,1628.12,8.474285690404962,4.356708826689592,7.395795270713971,0.849664591272898,0.4439154282181948,0.5314134366169424
12378,4603,219,4008.62,8.434680769841773,5.393627546352362,8.29645175271804,0.35497346591077417,0.569559340325651,0.613402062656839
12379,4555,40,852.24,8.424200324567073,3.713572066704308,6.749040867823617,0.22406591216463312,0.3659862549740805,0.4725380430148851
12380,4495,104,2724.81,8.410943391573527,4.653960350157523,7.910520910634419,0.058478227397927185,0.4799335302933107,0.5782699783149274
12381,4478,87,1845.31,8.4071550862073,4.477336814478207,7.520944331624911,0.011159838213330886,0.458531976273515,0.5428060149853785
12383,4658,99,1850.56,8.446556111816797,4.605170185988092,7.523783805985769,0.5033041834616938,0.47402160394617515,0.543064498220856
12384,4502,27,585.27,8.412499120301572,3.332204510175204,6.373780434317173,0.07791028746245843,0.3197757749773825,0.43837730807866515
12386,4811,10,401.9,8.47886807709457,2.3978952727983707,5.998688392197302,0.9069015708221855,0.2065651004316117,0.40423190215933225
12388,4489,100,2780.66,8.4096079807363,4.61512051684126,7.930803150780256,0.04179808057540413,0.4752272900539177,0.5801163126674745
12390,4553,32,549.84,8.423761246623686,3.4965075614664802,6.311444385858925,0.21858154408998587,0.3396844503093717,0.43270272840487434
12391,4495,93,439.66,8.410943391573527,4.543294782270004,6.0882736030360425,0.058478227397927185,0.46652413318115976,0.412387029554651
12393,4546,64,1582.6000000000001,8.42222295382501,4.174387269895637,7.3674560152319755,0.19936727008331445,0.4218234423925706,0.528833655461321
12394,4537,27,1272.48,8.420241665339788,3.332204510175204,7.149508589545504,0.1746196928508823,0.3197757749773825,0.5089934496358933
12395,4493,156,3018.63,8.410498452745275,5.056245805348308,8.012889586306857,0.052920653072931145,0.5286786415692816,0.5875888110059789
12397,4509,126,2409.9,8.414052432496725,4.844187086458591,7.7877554007552545,0.09731216346503402,0.50298339030941,0.5670943795364859
12398,4519,85,1635.6599999999999,8.416267272826277,4.454347296253507,7.4004128587924045,0.12497695459560987,0.45574632591110636,0.5318337852290199
12399,4593,59,1108.65,8.432506383249043,4.0943445622221,7.011799929268738,0.3278139681707586,0.41212463115783143,0.49645754490919436
12401,4777,5,84.3,8.471777327885755,1.791759469228055,4.446174454497633,0.8183335177649269,0.13311934987776003,0.26290334104516216
12402,4797,11,225.6,8.47595444339964,2.4849066497880004,5.423186348593906,0.8705083976775114,0.2171083084917278,0.35184275848359514
12403,4523,5,427.7,8.41715183723601,1.791759469228055,6.0607573736039315,0.1360257373499678,0.13311934987776003,0.4098821701659555
12405,4622,54,1710.39,8.438799123988225,4.007333185232471,7.445061184797548,0.40641437826150195,0.4015814230977154,0.5358982148726035
12406,4495,105,3415.3,8.410943391573527,4.663439094112067,8.136313373066384,0.058478227397927185,0.48108207400240793,0.5988243340930255
12407,4523,77,1708.1200000000001,8.41715183723601,4.356708826689592,7.4437338971514055,0.1360257373499678,0.4439154282181948,0.5357773891275595
12408,4506,105,2888.55,8.413387022690648,4.663439094112067,7.968856059639959,0.08900076374212063,0.48108207400240793,0.5835803478202404
12409,4552,109,11072.67,8.423541635334782,4.700480365792417,9.312325497408466,0.21583845676383362,0.48557038171168315,0.7058791548905421
12410,4782,26,693.3299999999999,8.472823243680297,3.295836866004329,6.542947351813216,0.8313976838856689,0.3153690910193123,0.4537769231528199
12412,4548,61,1226.88,8.422662707570003,4.127134385045092,7.1130443840624835,0.20486007935801354,0.41609778887855503,0.5056740374438699
12413,4540,38,758.1,8.420902531097951,3.6635616461296463,6.632133521022722,0.18287433447042645,0.359926469604227,0.4618957249616722
12414,4691,18,562.41,8.453614209773367,2.9444389791664403,6.334007604663525,0.591464401217479,0.2727900495077805,0.43475670497173413
12415,4498,714,124914.53,8.411610428841172,6.5722825426940075,11.735393027855736,0.06680995517058363,0.7123775014381502,0.9264560136516157
12417,4477,192,3649.1,8.4069317971587,5.262690188904886,8.202509843461513,0.008370813285054624,0.5536936012674694,0.6048503359759084
12418,4586,34,668.58,8.430981494597171,3.5553480614894135,6.506650650150935,0.3087671206447453,0.3468141804155507,0.4504727591807264
12420,4537,29,600.39,8.420241665339788,3.4011973816621555,6.3992436425478765,0.1746196928508823,0.3281356725438637,0.4406952766928006
12421,4489,45,807.04,8.4096079807363,3.828641396489095,6.694611562246261,0.04179808057540413,0.3799292579149915,0.46758323053114725
12422,4569,39,803.5600000000001,8.42726848388825,3.6888794541139363,6.690295544136225,0.2623892105275729,0.3629942398940392,0.4671903344582541
12423,4474,125,1859.31,8.406261630708956,4.836281906951478,7.528498419486568,0.0,0.5020255161189349,0.5434936792582029
12424,4636,30,1760.96,8.441822884391462,3.4339872044851463,7.474182104762846,0.4441831053648855,0.33210883026458726,0.538549152566029
12425,4551,36,777.2,8.423321975806166,3.6109179126442243,6.6569835605504535,0.2130947668924108,0.35354760451323713,0.46415787555807086
12426,4668,30,582.73,8.448700194970938,3.4339872044851463,6.369438547154207,0.5300851716144024,0.33210883026458726,0.4379820570922738
12427,4495,31,825.8,8.410943391573527,3.4657359027997265,6.717562827807613,0.058478227397927185,0.335955834455871,0.46967253179844615
12428,4499,294,7956.46,8.411832675758411,5.68697535633982,8.981865132439246,0.06958596320276911,0.6051044276657328,0.675796663035066
12429,4482,97,3750.4,8.40804774415544,4.584967478670572,8.22988438262624,0.022309714507713352,0.4715736327268297,0.607342297005931
12430,4517,11,256.4,8.415824697027949,2.4849066497880004,5.5506312951620265,0.11944889604582443,0.2171083084917278,0.36344433608130233
12431,4509,234,6419.95,8.414052432496725,5.459585514144159,8.767321360814657,0.09731216346503402,0.5775514972332958,0.6562662988924828
12432,4516,108,5059.32,8.415603335654604,4.6913478822291435,8.529185001388596,0.1166839490307865,0.4844637945314268,0.634588252590033
12433,4474,420,13375.87,8.406261630708956,6.042632833682381,9.50128237507538,0.0,0.6481996056929183,0.7230802910509424
12434,4558,50,806.14,8.424858580213442,3.9318256327243257,6.6934971352559,0.23228795179626616,0.3924321386736981,0.4674817819327225
12435,4553,36,7829.89,8.423761246623686,3.6109179126442243,8.965831447914955,0.21858154408998587,0.35354760451323713,0.6743370835052782
12436,4573,16,509.01,8.428143374582726,2.833213344056216,6.234430333369278,0.27331716230892766,0.25931278879593805,0.4256919796060198
12437,4475,199,4951.41,8.406485069431817,5.298317366548036,8.507629605767502,0.0027908944567940352,0.5580105625601429,0.6326260202561387
12438,4488,98,2906.85,8.409385238781931,4.59511985013459,7.9751692554798295,0.03901588920865606,0.4728038001871317,0.5841550511207485
12441,4840,11,173.55,8.484876589939695,2.4849066497880004,5.162211233551045,0.9819517903110864,0.2171083084917278,0.32808565292726
12442,4477,12,172.06,8.4069317971587,2.5649493574615367,5.153638355178593,0.008370813285054624,0.22680711972646694,0.3273052460429388
12444,4495,176,5005.46,8.410943391573527,5.176149732573829,8.518484357502437,0.058478227397927185,0.5432074548773891,0.6336141508015063
12445,4495,4,133.4,8.410943391573527,1.6094379124341003,4.900820428089049,0.058478227397927185,0.11102736405213591,0.30429070621061144
12446,4531,57,1002.3100000000001,8.418918622147897,4.060443010546419,6.9110598129904375,0.1580940259339485,0.40801676474721155,0.48728696335474997
12447,4717,26,476.49,8.45914025996762,3.295836866004329,6.168543217293113,0.6604883495180758,0.3153690910193123,0.4196941388878851
12448,4518,22,449.45,8.41604600941128,3.1354942159291497,6.110247083097449,0.12221323114383154,0.2959402993010237,0.41438732098156783
12449,4496,191,4067.29,8.411165786770708,5.2574953720277815,8.310978042729836,0.061256087542687965,0.5530641429475989,0.6147244209402927
12450,4630,8,197.88,8.440528106480752,2.1972245773362196,5.292701627762401,0.4280104901283295,0.18224974114155235,0.33996446393519014
12451,4484,354,9035.52,8.408493774492896,5.872117789475416,9.109029423519523,0.027880922490069793,0.6275382203585822,0.687372691982096
12452,4490,22,430.57,8.409830673087738,3.1354942159291497,6.067429722163682,0.044579652369407086,0.2959402993010237,0.4104895678828475
12453,4608,43,707.09,8.435766192720509,3.784189633918261,6.562571204258897,0.3685311011172132,0.37454301765954723,0.4555633231086066
12454,4529,15,3528.34,8.41847721847708,2.772588722239781,8.168866163607964,0.15258060801640738,0.25196687584190325,0.6017876820770758
12455,4547,90,2466.86,8.422442854870427,4.51085950651685,7.81110665732229,0.20211397665610775,0.4625939360898817,0.5692200928139569
12456,4518,125,3181.04,8.41604600941128,4.836281906951478,8.065277779528966,0.12221323114383154,0.5020255161189349,0.5923578168021021
12457,4540,62,2363.23,8.420902531097951,4.143134726391533,7.768207666517555,0.18287433447042645,0.4180365575049671,0.565314908778916
12458,4545,38,947.4,8.422003004412488,3.6635616461296463,6.854776354191251,0.19661995937404697,0.359926469604227,0.48216336346075883
12461,4568,35,826.88,8.427049641563272,3.58351893845611,6.718868216346018,0.2596557280592009,0.3502276583694878,0.4697913640223301
12462,4492,62,1189.59,8.41027590907016,4.143134726391533,7.082204261557526,0.05014093834256528,0.4180365575049671,0.5028665971804552
12463,4527,83,1344.78,8.41803561988302,4.430816798843313,7.204729049594601,0.1470647553812512,0.45289512485514255,0.5140202825507493
12464,4484,29,1212.05,8.408493774492896,3.4011973816621555,7.100893128209941,0.027880922490069793,0.3281356725438637,0.5045678834418551
12465,4491,47,742.1899999999999,8.410053315858335,3.871201010907891,6.610951732080795,0.04736060486656868,0.38508622571966333,0.45996750281802934
12468,4661,38,729.5400000000001,8.447199819595703,3.6635616461296463,6.593783986707386,0.5113445108003845,0.359926469604227,0.4584046873789659
12471,4476,459,19788.65,8.406708458240965,6.131226489483141,9.89291435274037,0.005581165458977466,0.6589345391950631,0.7587313615796225
12472,4506,339,6572.11,8.413387022690648,5.8289456176102075,8.790742363252102,0.08900076374212063,0.6223070286899773,0.6583983612810755
12473,4503,167,3928.0499999999997,8.412721169819527,5.123963979403259,8.276152945361936,0.08068382984964728,0.5368840834691104,0.611554220156808
12474,4491,422,7324.09,8.410053315858335,6.0473721790462776,8.899060720499207,0.04736060486656868,0.648773874322712,0.6682588058157419
12475,4527,36,723.38,8.41803561988302,3.6109179126442243,6.585316116572351,0.1470647553812512,0.35354760451323713,0.45763383961211135
12476,4489,233,6816.42,8.4096079807363,5.455321115357702,8.82723638014411,0.04179808057540413,0.5770347780959548,0.661720487267439
12477,4496,300,13219.74,8.411165786770708,5.707110264748875,9.489542087633343,0.061256087542687965,0.6075441836605535,0.7220115483550098
12478,4477,36,680.99,8.4069317971587,3.6109179126442243,6.525014994979364,0.008370813285054624,0.35354760451323713,0.4521445035479633
12479,4485,31,527.2,8.408716715080153,3.4657359027997265,6.269474999863032,0.030665594910331606,0.335955834455871,0.4288821682220567
12480,4502,154,3281.63,8.412499120301572,5.043425116919247,8.096400209353131,0.07791028746245843,0.5271251529306911,0.5951909560858262
12481,4496,216,5579.82,8.411165786770708,5.37989735354046,8.62709099798378,0.061256087542687965,0.5678956466280022,0.6435008383564114
12483,4491,75,2484.98,8.410053315858335,4.330733340286331,7.818422226986002,0.04736060486656868,0.440767966735716,0.5698860442809273
12484,4506,343,4527.32,8.413387022690648,5.840641657373398,8.418106288764006,0.08900076374212063,0.623724243139042,0.6244765271849084
12488,4483,55,1298.66,8.40827078419205,4.02535169073515,7.169857970780942,0.025095629114858298,0.40376473359135034,0.5108458959809673
12489,4810,15,334.93,8.478660241699453,2.772588722239781,5.816902804925467,0.9043055720412667,0.25196687584190325,0.38768358342508025
12490,4479,245,5417.93,8.40737832540903,5.5053315359323625,8.597653657970227,0.01394824052189847,0.5830945634658083,0.6408210962902575
12491,4512,26,460.40000000000003,8.414717399827001,3.295836866004329,6.134265345739653,0.10561803637844491,0.3153690910193123,0.416573753204337
12492,4537,20,263.21000000000004,8.420241665339788,3.044522437723423,5.5767442414854775,0.1746196928508823,0.28491720762720707,0.36582145170051095
12493,4639,22,433.74,8.442469645220301,3.1354942159291497,6.0747481512447195,0.4522615672759116,0.2959402993010237,0.4111557796485026
12494,4489,77,1246.1000000000001,8.4096079807363,4.356708826689592,7.128576134926702,0.04179808057540413,0.4439154282181948,0.5070879249123946
12497,4555,14,1043.1,8.424200324567073,2.70805020110221,6.950910549296065,0.22406591216463312,0.24414671392989595,0.49091465846566107
12498,4495,23,403.70000000000005,8.410943391573527,3.1780538303479458,6.00314605188182,0.058478227397927185,0.30109726710569557,0.4046376921582826
12500,4497,61,4257.82,8.411388132519262,4.127134385045092,8.356747405587967,0.0640333300420366,0.41609778887855503,0.6188909008917939
12501,4810,149,2169.39,8.478660241699453,5.0106352940962555,7.682662153888476,0.9043055720412667,0.5231519952099675,0.5575275234833255
12502,4569,147,3723.87,8.42726848388825,4.997212273764115,8.222787230875806,0.2623892105275729,0.5215255217411727,0.6066962285742465
12504,4492,9,482.04999999999995,8.41027590907016,2.302585092994046,6.180120167963518,0.05014093834256528,0.1950163226661037,0.4207480126990035
12506,4706,23,73.5,8.456806041401142,3.1780538303479458,4.310799125385514,0.6313324468405312,0.30109726710569557,0.2505798442898794
12507,4607,21,1304.81,8.435549202375727,3.091042453358316,7.174578816863813,0.36582075108175616,0.29055405904557946,0.5112756443831763
12508,4500,68,397.88,8.412054873292933,4.23410650459726,5.988660619775247,0.07236135441279146,0.42905964917878386,0.4033190532546137
12509,4758,7,176.5,8.46779284112111,2.0794415416798357,5.178970608915471,0.7685646957710048,0.16797791722793548,0.3296112935981167
12510,4616,33,982.5699999999999,8.43750042250699,3.5263605246161616,6.8911888096735625,0.39019275508624673,0.3433017474099058,0.4854780647429733
12512,4540,31,132.18,8.420902531097951,3.4657359027997265,4.891701596682476,0.18287433447042645,0.335955834455871,0.30346060009018383
12513,4586,35,612.29,8.430981494597171,3.58351893845611,6.418837907265026,0.3087671206447453,0.3502276583694878,0.4424789832163427
12514,4741,51,1017.68,8.464214266625351,3.9512437185814275,6.926262950537876,0.7238659810829091,0.3947850369544025,0.48867093647204374
12515,4827,16,383.7,8.482187582217422,2.833213344056216,5.95246380975825,0.948364341142593,0.25931278879593805,0.4000239826260016
12516,4551,26,1312.06,8.423321975806166,3.295836866004329,7.180115570136106,0.2130947668924108,0.3153690910193123,0.5117796665076906
12517,4502,279,2481.6,8.412499120301572,5.634789603169249,7.817061677081847,0.07791028746245843,0.598781056257454,0.5697621906036049
12518,4474,124,2056.89,8.406261630708956,4.8283137373023015,7.629436465014086,0.0,0.5010600093843434,0.552682278722384
12519,4537,17,330.84,8.420241665339788,2.8903717578961645,5.804652925041163,0.1746196928508823,0.26623869975552006,0.38656845147306995
12520,4553,152,2634.26,8.423761246623686,5.030437921392435,7.876737127834484,0.21858154408998587,0.5255514885514582,0.5751945705545417
12521,4616,38,599.68,8.43750042250699,3.6635616461296463,6.39806234681208,0.39019275508624673,0.359926469604227,0.44058774089390285
12522,4513,12,192.72,8.414938957377482,2.5649493574615367,5.266413817535028,0.10838543377303722,0.22680711972646694,0.33757143009242685
12523,4493,106,1789.77,8.410498452745275,4.672828834461906,7.490400973937009,0.052920653072931145,0.4822198331043081,0.5400255898382635
12524,4483,144,4485.72,8.40827078419205,4.976733742420574,8.408877201532766,0.025095629114858298,0.5190441287993475,0.6236363842482718
12526,4474,71,1316.66,8.406261630708956,4.276666119016055,7.183612715167257,0.0,0.43421661698345554,0.5120980188672143
12527,4555,18,348.71000000000004,8.424200324567073,2.9444389791664403,5.857104239599851,0.22406591216463312,0.2727900495077805,0.39134320333527195
12528,4483,92,1933.48,8.40827078419205,4.532599493153256,7.567593835498341,0.025095629114858298,0.4652281801423474,0.5470526159974701
12530,4533,66,1662.28,8.419359831067474,4.204692619390966,7.416546835435133,0.16360501128228577,0.42549555535202727,0.5333024945581902
