CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Recency_log_scaled,Frequency_log_scaled,Monetary_log_scaled
12346,4795,1,77183.6,8.475537516147405,0.6931471805599453,11.253955234248428,0.8757176268788669,0.0,0.8826297335878653
12347,4471,182,4310.0,8.405591014834934,5.209486152841421,8.368925174747135,0.002790991512156893,0.547246844058675,0.6199994684550557
12348,4545,31,1797.24,8.422003004412488,3.4657359027997265,7.494563687769957,0.20761128377533566,0.335955834455871,0.5404045303051119
12349,4488,73,1757.55,8.409385238781931,4.30406509320417,7.472244884833674,0.0501425971211944,0.43753656312720496,0.5383728034212624
12350,4779,17,334.4,8.472195825485501,2.8903717578961645,5.815323849389109,0.8340135997839155,0.26623869975552006,0.3875398478304437
12352,4506,85,2506.04,8.413387022690648,4.454347296253507,7.826858053356098,0.10008453413523455,0.45574632591110636,0.570653975037453
12353,4673,4,89.0,8.449770515098804,1.6094379124341003,4.499809670330265,0.5541475539403393,0.11102736405213591,0.26778586589379905
12354,4702,58,1079.4,8.455955881945048,4.07753744390572,6.985086621918461,0.6313404280410708,0.41008810499962906,0.4940257771815505
12355,4684,13,459.4,8.452121194672523,2.6390573296152584,6.132095676847728,0.5834838434274303,0.23578681636341475,0.41637624374877347
12356,4492,59,2811.43,8.41027590907016,4.0943445622221,7.941804157314053,0.061258089723907005,0.41212463115783143,0.5811177570902749
12357,4502,131,6207.67,8.412499120301572,4.882801922586371,8.733701981297274,0.08900358468834213,0.5076623675373073,0.6532058571036103
12358,4471,19,1168.06,8.405591014834934,2.995732273553991,7.063955286074528,0.002790991512156893,0.2790052812800714,0.5012053551238195
12359,4527,245,6310.03,8.41803561988302,5.5053315359323625,8.750054175177759,0.15809864821056863,0.5830945634658083,0.654694431200158
12360,4522,129,2662.06,8.416930769477844,4.867534450455582,7.887231116540211,0.144310205205187,0.5058124010065385,0.5761498600937301
12361,4757,10,189.9,8.467582690862903,2.3978952727983707,5.251749730731702,0.7764420556889746,0.2065651004316117,0.33623652788147596
12362,4472,266,5226.23,8.405814603432848,5.58724865840025,8.56163678004062,0.005581358990454532,0.5930204983923166,0.6375424052524443
12363,4579,23,552.0,8.429454277108231,3.1780538303479458,6.315358001522335,0.30060255969974037,0.30109726710569557,0.4330589929491291
12364,4477,85,1313.1,8.4069317971587,4.454347296253507,7.180907299649593,0.019523845631837844,0.45574632591110636,0.5118517392860505
12365,4761,22,641.38,8.468423027046809,3.1354942159291497,6.465180028897591,0.7869293827722288,0.2959402993010237,0.4466976025860422
12367,4473,11,168.9,8.406038142050075,2.4849066497880004,5.135210028677887,0.008371102713866208,0.2171083084917278,0.3256276772914814
12370,4521,166,3541.94,8.416709652837914,5.117993812416755,8.172712169921061,0.14155068756105038,0.5361606756244116,0.6021377920020607
12371,4514,63,1887.96,8.415160465851086,4.1588830833596715,7.543781692052325,0.12221696023242146,0.41994479306983873,0.5448849472322828
12372,4541,52,1298.04,8.421122722665503,3.970291913552122,7.169380809114136,0.19662543932062704,0.39709311538844017,0.510802458965588
12373,4781,14,364.6,8.47261414801827,2.70805020110221,5.901539839579995,0.8392342308973468,0.24414671392989595,0.39538826808795546
12374,4494,33,742.9300000000001,8.410720946905721,3.5263605246161616,6.6119469443852195,0.06681212563874794,0.3433017474099058,0.4600580990565377
